No.,Result,Guaranteed,Alt. result,Alt. guaranteed,Alt. No.,,No.,Result,Guaranteed,Alt. result,Alt. guaranteed,Alt. No.
,Viking Cat🐾,Balrog🐾 -> 122B,,,112B,,,Viking Cat🐾,Sagat🐾 -> 122B,,,112B
113A,,,Fencer Cat🐾,<- 123A Sakura🐾,,,113A,,,Fencer Cat🐾,<- 123A Luke🐾,
,Onmyoji Cat🐾,Cammy🐾 -> 123B,,,113B,,,Onmyoji Cat🐾,Juri🐾 -> 123B,,,113B
114A,,,Shaman Cat🐾,<- 124A Ryu🐾,,,114A,,,Shaman Cat🐾,<- 124A Blanka🐾,
,Juliet Cat🐾,Vega🐾 -> 124B,,,114B,,,Juliet Cat🐾,M. Bison🐾 -> 124B,,,114B
115A,,,Kotatsu Cat🐾,<- 125A Guile🐾,,,115A,,,Kotatsu Cat🐾,<- 125A Ken🐾,
,Ryu🐾,Ryu🐾 -> 125B,,,115B,,,Blanka🐾,Blanka🐾 -> 125B,,,115B
116A,,,Jamie Cat🐾,<- 126A Vega🐾,,,116A,,,Jamie Cat🐾,<- 126A M. Bison🐾,
,Swordsman Cat🐾,Balrog🐾 -> 126B,,,116B,,,Swordsman Cat🐾,Sagat🐾 -> 126B,,,116B
117A,,,Wheel Cat🐾,<- 127A Ryu🐾,,,117A,,,Wheel Cat🐾,<- 127A Blanka🐾,
,Viking Cat🐾,Zangief🐾 -> 127B,,,117B,,,Viking Cat🐾,E. Honda🐾 -> 127B,,,117B
118A,,,Rocker Cat🐾,<- 128A Vega🐾,,,118A,,,Rocker Cat🐾,<- 128A M. Bison🐾,
,Vega Cat🐾,Sakura🐾 -> 128B,,,118B,,,Vega Cat🐾,Luke🐾 -> 128B,,,118B
119A,,,Vega Cat🐾,<- 129A Cammy🐾,,,119A,,,Vega Cat🐾,<- 129A Juri🐾,
,Sagat Cat🐾,Balrog🐾 -> 129B,,,119B,,,Sagat Cat🐾,Sagat🐾 -> 129B,,,119B
